"Trial","Osm","Cu","H2S","Anoxia","Dead","Alive"
5,41.6,33.3,0,1,11,59
5,41.6,33.3,0.03,0,150,5
5,41.6,33.3,0.03,1,78,2
5,41.6,33.3,0.1,0,133,0
5,41.6,33.3,0.1,1,119,0
5,41.6,33.3,0.32,0,114,0
5,41.6,33.3,0.32,1,158,0
5,41.6,66.6,0,0,61,82
5,41.6,66.6,0,1,51,4
5,41.6,66.6,0.03,0,133,1
5,41.6,66.6,0.03,1,57,0
5,41.6,66.6,0.1,0,150,0
5,41.6,66.6,0.1,1,93,0
5,41.6,66.6,0.32,0,432,0
5,41.6,66.6,0.32,1,225,0
5,41.6,133.3,0,0,75,0
5,41.6,133.3,0,1,48,0
5,41.6,133.3,0.03,0,142,0
5,41.6,133.3,0.03,1,122,0
5,41.6,133.3,0.1,0,116,0
5,41.6,133.3,0.1,1,108,0
5,41.6,133.3,0.32,0,359,0
5,41.6,133.3,0.32,1,149,0
5,51.2,0,0,0,1,93
5,51.2,0,0,1,10,37
5,51.2,0,0.03,0,4,89
5,51.2,0,0.03,1,21,37
5,51.2,0,0.1,0,41,0
5,51.2,0,0.1,1,40,0
5,51.2,0,0.32,0,369,0
5,51.2,0,0.32,1,48,0
5,51.2,33.3,0,0,6,48
5,51.2,33.3,0,1,14,52
5,51.2,33.3,0.03,0,139,1
5,51.2,33.3,0.03,1,70,0
5,51.2,33.3,0.1,0,142,0
5,51.2,33.3,0.1,1,85,0
5,51.2,33.3,0.32,0,92,0
5,51.2,33.3,0.32,1,154,0
5,51.2,66.6,0,0,17,36
5,51.2,66.6,0,1,51,22
5,51.2,66.6,0.03,0,108,1
5,51.2,66.6,0.03,1,64,0
5,51.2,66.6,0.1,0,156,0
5,51.2,66.6,0.1,1,57,0
5,51.2,66.6,0.32,0,394,0
5,51.2,66.6,0.32,1,146,0
5,51.2,133.3,0,0,56,0
5,51.2,133.3,0,1,39,0
5,51.2,133.3,0.03,0,80,0
5,51.2,133.3,0.03,1,57,0
5,51.2,133.3,0.1,0,156,0
5,51.2,133.3,0.1,1,90,0
5,51.2,133.3,0.32,0,345,0
5,51.2,133.3,0.32,1,192,0
6,12.8,0,0,0,1,108
6,12.8,0,0,1,3,124
6,12.8,0,0.03,0,1,235
6,12.8,0,0.03,1,0,144
6,12.8,0,0.1,0,4,216
6,12.8,0,0.1,1,0,169
6,12.8,0,0.32,0,121,0
6,12.8,0,0.32,1,57,0
6,12.8,33.3,0,0,3,114
6,12.8,33.3,0,1,1,159
6,12.8,33.3,0.03,0,228,0
6,12.8,33.3,0.03,1,5,133
6,12.8,33.3,0.1,0,186,0
6,12.8,33.3,0.1,1,121,0
6,12.8,33.3,0.32,0,211,0
6,12.8,33.3,0.32,1,262,0
6,12.8,66.6,0,0,35,49
6,12.8,66.6,0,1,72,0
6,12.8,66.6,0.03,0,213,0
6,12.8,66.6,0.03,1,79,77
6,12.8,66.6,0.1,0,124,0
6,12.8,66.6,0.1,1,135,0
6,12.8,66.6,0.32,0,205,0
6,12.8,66.6,0.32,1,277,0
6,12.8,133.3,0,0,65,0
6,12.8,133.3,0,1,48,0
6,12.8,133.3,0.03,0,240,0
6,12.8,133.3,0.03,1,73,0
6,12.8,133.3,0.1,0,148,0
6,12.8,133.3,0.1,1,98,2
6,12.8,133.3,0.32,0,170,0
6,12.8,133.3,0.32,1,281,0
6,22.4,0,0,0,1,185
6,22.4,0,0,1,0,165
6,22.4,0,0.03,0,2,155
6,22.4,0,0.03,1,0,104
6,22.4,0,0.1,0,0,218
6,22.4,0,0.1,1,1,121
6,22.4,0,0.32,0,179,2
6,22.4,0,0.32,1,36,0
6,22.4,33.3,0,0,1,69
6,22.4,33.3,0,1,1,107
6,22.4,33.3,0.03,0,183,0
6,22.4,33.3,0.03,1,28,80
6,22.4,33.3,0.1,0,168,0
6,22.4,33.3,0.1,1,164,0
6,22.4,33.3,0.32,0,203,0
6,22.4,33.3,0.32,1,143,0
6,22.4,66.6,0,0,30,37
6,22.4,66.6,0,1,149,0
6,22.4,66.6,0.03,0,199,0
6,22.4,66.6,0.03,1,93,1
6,22.4,66.6,0.1,0,156,0
6,22.4,66.6,0.1,1,86,0
6,22.4,66.6,0.32,0,198,0
6,22.4,66.6,0.32,1,329,0
6,22.4,133.3,0,0,63,0
6,22.4,133.3,0,1,109,0
6,22.4,133.3,0.03,0,185,0
6,22.4,133.3,0.03,1,120,0
6,22.4,133.3,0.1,0,163,0
6,22.4,133.3,0.1,1,108,0
6,22.4,133.3,0.32,0,307,0
6,22.4,133.3,0.32,1,277,0
6,32,0,0,0,1,81
6,32,0,0,1,2,146
6,32,0,0.03,0,2,245
6,32,0,0.03,1,3,131
6,32,0,0.1,0,3,156
6,32,0,0.1,1,3,128
6,32,0,0.32,0,149,0
6,32,0,0.32,1,30,0
6,32,33.3,0,0,3,43
6,32,33.3,0,1,0,105
6,32,33.3,0.03,0,154,0
6,32,33.3,0.03,1,21,97
6,32,33.3,0.1,0,155,0
6,32,33.3,0.1,1,132,0
6,32,33.3,0.32,0,222,0
6,32,33.3,0.32,1,225,0
6,32,66.6,0,0,29,48
6,32,66.6,0,1,124,3
6,32,66.6,0.03,0,210,0
6,32,66.6,0.03,1,138,0
6,32,66.6,0.1,0,176,0
6,32,66.6,0.1,1,129,0
6,32,66.6,0.32,0,167,0
6,32,66.6,0.32,1,291,0
6,32,133.3,0,0,68,0
6,32,133.3,0,1,103,0
6,32,133.3,0.03,0,115,0
6,32,133.3,0.03,1,109,0
6,32,133.3,0.1,0,139,0
6,32,133.3,0.1,1,122,0
6,32,133.3,0.32,0,180,0
6,32,133.3,0.32,1,195,0
6,41.6,0,0,0,5,58
6,41.6,0,0,1,4,121
6,41.6,0,0.03,0,4,153
6,41.6,0,0.03,1,7,53
6,41.6,0,0.1,0,8,151
6,41.6,0,0.1,1,12,83
6,41.6,0,0.32,0,170,0
6,41.6,0,0.32,1,29,1
6,41.6,33.3,0,0,2,43
6,41.6,33.3,0,1,4,99
6,41.6,33.3,0.03,0,156,0
6,41.6,33.3,0.03,1,33,85
6,41.6,33.3,0.1,0,117,0
6,41.6,33.3,0.1,1,135,0
6,41.6,33.3,0.32,0,202,0
6,41.6,33.3,0.32,1,165,0
6,41.6,66.6,0,0,40,33
6,41.6,66.6,0,1,80,5
6,41.6,66.6,0.03,0,136,0
6,41.6,66.6,0.03,1,92,1
6,41.6,66.6,0.1,0,208,1
6,41.6,66.6,0.1,1,81,0
6,41.6,66.6,0.32,0,219,0
6,41.6,66.6,0.32,1,228,0
6,41.6,133.3,0,0,59,0
6,41.6,133.3,0,1,88,0
6,41.6,133.3,0.03,0,122,0
6,41.6,133.3,0.03,1,149,0
6,41.6,133.3,0.1,0,126,0
6,41.6,133.3,0.1,1,124,0
6,41.6,133.3,0.32,0,230,1
6,41.6,133.3,0.32,1,220,0
6,51.2,0,0,0,3,59
6,51.2,0,0,1,13,96
6,51.2,0,0.03,0,9,146
6,51.2,0,0.03,1,2,46
6,51.2,0,0.1,0,24,112
6,51.2,0,0.1,1,16,71
6,51.2,0,0.32,0,111,0
6,51.2,0,0.32,1,42,0
6,51.2,33.3,0,0,3,28
6,51.2,33.3,0,1,11,106
6,51.2,33.3,0.03,0,129,0
6,51.2,33.3,0.03,1,71,5
6,51.2,33.3,0.1,0,145,0
6,51.2,33.3,0.1,1,131,0
6,51.2,33.3,0.32,0,206,0
6,51.2,33.3,0.32,1,130,0
6,51.2,66.6,0,0,50,32
6,51.2,66.6,0,1,68,21
6,51.2,66.6,0.03,0,182,0
6,51.2,66.6,0.03,1,88,0
6,51.2,66.6,0.1,0,156,0
6,51.2,66.6,0.1,1,116,0
6,51.2,66.6,0.32,0,204,0
6,51.2,66.6,0.32,1,185,0
6,51.2,133.3,0,0,66,0
6,51.2,133.3,0,1,91,0
6,51.2,133.3,0.03,0,131,2
6,51.2,133.3,0.03,1,96,0
6,51.2,133.3,0.1,0,127,0
6,51.2,133.3,0.1,1,116,0
6,51.2,133.3,0.32,0,231,1
6,51.2,133.3,0.32,1,224,0
7,12.8,0,0,0,19,84
7,12.8,0,0,1,0,158
7,12.8,0,0.03,0,4,106
7,12.8,0,0.03,1,0,140
7,12.8,0,0.1,0,120,0
7,12.8,0,0.1,1,98,79
7,12.8,0,0.32,0,200,0
7,12.8,0,0.32,1,39,0
7,12.8,33.3,0,0,0,185
7,12.8,33.3,0,1,0,200
7,12.8,33.3,0.03,0,91,1
7,12.8,33.3,0.03,1,48,133
7,12.8,33.3,0.1,0,172,0
7,12.8,33.3,0.1,1,154,0
7,12.8,33.3,0.32,0,298,0
7,12.8,33.3,0.32,1,160,0
7,12.8,66.6,0,0,2,204
7,12.8,66.6,0,1,4,191
7,12.8,66.6,0.03,0,141,0
7,12.8,66.6,0.03,1,141,26
7,12.8,66.6,0.1,0,157,0
7,12.8,66.6,0.1,1,189,0
7,12.8,66.6,0.32,0,353,0
7,12.8,66.6,0.32,1,230,0
7,12.8,133.3,0,0,10,96
7,12.8,133.3,0,1,79,14
7,12.8,133.3,0.03,0,138,0
7,12.8,133.3,0.03,1,121,0
7,12.8,133.3,0.1,0,177,0
7,12.8,133.3,0.1,1,231,0
7,12.8,133.3,0.32,0,391,0
7,12.8,133.3,0.32,1,236,0
7,22.4,0,0,0,0,156
7,22.4,0,0,1,0,233
7,22.4,0,0.03,0,0,172
7,22.4,0,0.03,1,2,185
7,22.4,0,0.1,0,145,0
7,22.4,0,0.1,1,80,49
7,22.4,0,0.32,0,210,0
7,22.4,0,0.32,1,90,0
7,22.4,33.3,0,0,0,172
7,22.4,33.3,0,1,2,167
7,22.4,33.3,0.03,0,174,0
7,22.4,33.3,0.03,1,27,102
7,22.4,33.3,0.1,0,179,0
7,22.4,33.3,0.1,1,187,1
7,22.4,33.3,0.32,0,318,0
7,22.4,33.3,0.32,1,179,0
7,22.4,66.6,0,0,0,158
7,22.4,66.6,0,1,2,163
7,22.4,66.6,0.03,0,179,0
7,22.4,66.6,0.03,1,115,27
7,22.4,66.6,0.1,0,149,0
7,22.4,66.6,0.1,1,198,0
7,22.4,66.6,0.32,0,301,0
7,22.4,66.6,0.32,1,221,0
7,22.4,133.3,0,0,29,54
7,22.4,133.3,0,1,76,24
7,22.4,133.3,0.03,0,136,0
7,22.4,133.3,0.03,1,128,0
7,22.4,133.3,0.1,0,172,0
7,22.4,133.3,0.1,1,216,0
7,22.4,133.3,0.32,0,354,0
7,22.4,133.3,0.32,1,247,0
7,32,0,0,0,1,157
7,32,0,0,1,3,181
7,32,0,0.03,0,2,218
7,32,0,0.03,1,2,118
7,32,0,0.1,0,186,0
7,32,0,0.1,1,136,52
7,32,0,0.32,0,155,0
7,32,0,0.32,1,121,0
7,32,33.3,0,0,0,202
7,32,33.3,0,1,2,145
7,32,33.3,0.03,0,186,2
7,32,33.3,0.03,1,64,87
7,32,33.3,0.1,0,167,0
7,32,33.3,0.1,1,236,3
7,32,33.3,0.32,0,257,0
7,32,33.3,0.32,1,173,0
7,32,66.6,0,0,0,160
7,32,66.6,0,1,3,197
7,32,66.6,0.03,0,169,0
7,32,66.6,0.03,1,103,22
7,32,66.6,0.1,0,165,0
7,32,66.6,0.1,1,216,0
7,32,66.6,0.32,0,280,0
7,32,66.6,0.32,1,246,0
7,32,133.3,0,0,26,86
7,32,133.3,0,1,88,26
7,32,133.3,0.03,0,205,0
7,32,133.3,0.03,1,180,0
7,32,133.3,0.1,0,182,0
7,32,133.3,0.1,1,208,0
7,32,133.3,0.32,0,302,0
7,32,133.3,0.32,1,258,1
7,41.6,0,0,0,2,227
7,41.6,0,0,1,2,189
7,41.6,0,0.03,0,3,196
7,41.6,0,0.03,1,12,175
7,41.6,0,0.1,0,205,0
7,41.6,0,0.1,1,139,21
7,41.6,0,0.32,0,238,0
7,41.6,0,0.32,1,138,0
7,41.6,33.3,0,0,1,210
7,41.6,33.3,0,1,3,182
7,41.6,33.3,0.03,0,198,0
7,41.6,33.3,0.03,1,163,69
7,41.6,33.3,0.1,0,198,0
7,41.6,33.3,0.1,1,216,0
7,41.6,33.3,0.32,0,203,0
7,41.6,33.3,0.32,1,179,0
7,41.6,66.6,0,0,10,152
7,41.6,66.6,0,1,0,210
7,41.6,66.6,0.03,0,208,3
7,41.6,66.6,0.03,1,148,9
7,41.6,66.6,0.1,0,179,0
7,41.6,66.6,0.1,1,233,0
7,41.6,66.6,0.32,0,237,0
7,41.6,66.6,0.32,1,226,0
7,41.6,133.3,0,0,19,72
7,41.6,133.3,0,1,144,45
7,41.6,133.3,0.03,0,202,0
7,41.6,133.3,0.03,1,130,0
7,41.6,133.3,0.1,0,163,0
7,41.6,133.3,0.1,1,226,0
7,41.6,133.3,0.32,0,353,0
7,41.6,133.3,0.32,1,244,0
7,51.2,0,0,0,5,229
7,51.2,0,0,1,16,230
7,51.2,0,0.03,0,18,156
7,51.2,0,0.03,1,104,120
7,51.2,0,0.1,0,265,0
7,51.2,0,0.1,1,191,10
7,51.2,0,0.32,0,189,0
7,51.2,0,0.32,1,193,0
7,51.2,33.3,0,0,5,173
7,51.2,33.3,0,1,9,228
7,51.2,33.3,0.03,0,271,0
7,51.2,33.3,0.03,1,141,7
7,51.2,33.3,0.1,0,188,0
7,51.2,33.3,0.1,1,223,0
7,51.2,33.3,0.32,0,200,0
7,51.2,33.3,0.32,1,196,0
7,51.2,66.6,0,0,3,157
7,51.2,66.6,0,1,5,187
7,51.2,66.6,0.03,0,263,0
7,51.2,66.6,0.03,1,176,11
7,51.2,66.6,0.1,0,198,0
7,51.2,66.6,0.1,1,88,9
7,51.2,66.6,0.32,0,227,0
7,51.2,66.6,0.32,1,211,0
7,51.2,133.3,0,0,5,186
7,51.2,133.3,0,1,65,5
7,51.2,133.3,0.03,0,228,0
7,51.2,133.3,0.03,1,120,1
7,51.2,133.3,0.1,0,172,0
7,51.2,133.3,0.1,1,179,0
7,51.2,133.3,0.32,0,221,0
7,51.2,133.3,0.32,1,254,0
8,12.8,0,0,0,0,110
8,12.8,0,0,1,0,156
8,12.8,0,0.03,0,2,165
8,12.8,0,0.03,1,0,156
8,12.8,0,0.1,0,0,175
8,12.8,0,0.1,1,0,155
8,12.8,0,0.32,0,3,146
8,12.8,0,0.32,1,4,104
8,12.8,33.3,0,0,8,38
8,12.8,33.3,0,1,36,55
8,12.8,33.3,0.03,0,93,19
8,12.8,33.3,0.03,1,3,151
8,12.8,33.3,0.1,0,136,0
8,12.8,33.3,0.1,1,97,97
8,12.8,33.3,0.32,0,183,0
8,12.8,33.3,0.32,1,265,0
8,12.8,66.6,0,0,35,23
8,12.8,66.6,0,1,163,0
8,12.8,66.6,0.03,0,96,1
8,12.8,66.6,0.03,1,68,53
8,12.8,66.6,0.1,0,171,0
8,12.8,66.6,0.1,1,121,3
8,12.8,66.6,0.32,0,240,0
8,12.8,66.6,0.32,1,300,0
8,12.8,133.3,0,0,107,0
8,12.8,133.3,0,1,385,0
8,12.8,133.3,0.03,0,190,0
8,12.8,133.3,0.03,1,126,3
8,12.8,133.3,0.1,0,189,0
8,12.8,133.3,0.1,1,175,0
8,12.8,133.3,0.32,0,311,0
8,12.8,133.3,0.32,1,251,0
8,22.4,0,0,0,0,113
8,22.4,0,0,1,0,180
8,22.4,0,0.03,0,186,1
8,22.4,0,0.03,1,3,174
8,22.4,0,0.1,0,3,184
8,22.4,0,0.1,1,1,181
8,22.4,0,0.32,0,4,229
8,22.4,0,0.32,1,6,74
8,22.4,33.3,0,0,3,78
8,22.4,33.3,0,1,57,72
8,22.4,33.3,0.03,0,134,50
8,22.4,33.3,0.03,1,7,175
8,22.4,33.3,0.1,0,184,0
8,22.4,33.3,0.1,1,104,51
8,22.4,33.3,0.32,0,223,0
8,22.4,33.3,0.32,1,257,0
8,22.4,66.6,0,0,89,15
8,22.4,66.6,0,1,161,0
8,22.4,66.6,0.03,0,98,0
8,22.4,66.6,0.03,1,62,102
8,22.4,66.6,0.1,0,188,0
8,22.4,66.6,0.1,1,249,2
8,22.4,66.6,0.32,0,193,0
8,22.4,66.6,0.32,1,315,1
8,22.4,133.3,0,0,161,0
8,22.4,133.3,0,1,241,0
8,22.4,133.3,0.03,0,169,1
8,22.4,133.3,0.03,1,163,1
8,22.4,133.3,0.1,0,158,0
8,22.4,133.3,0.1,1,233,0
8,22.4,133.3,0.32,0,312,0
8,22.4,133.3,0.32,1,319,0
8,32,0,0,0,0,159
8,32,0,0,1,0,201
8,32,0,0.03,0,3,181
8,32,0,0.03,1,0,207
8,32,0,0.1,0,1,194
8,32,0,0.1,1,1,136
8,32,0,0.32,0,8,208
8,32,0,0.32,1,7,183
8,32,33.3,0,0,7,150
8,32,33.3,0,1,93,60
8,32,33.3,0.03,0,156,30
8,32,33.3,0.03,1,20,141
8,32,33.3,0.1,0,224,0
8,32,33.3,0.1,1,158,12
8,32,33.3,0.32,0,235,0
8,32,33.3,0.32,1,195,0
8,32,66.6,0,0,106,35
8,32,66.6,0,1,116,2
8,32,66.6,0.03,0,199,8
8,32,66.6,0.03,1,119,56
8,32,66.6,0.1,0,212,0
8,32,66.6,0.1,1,196,12
8,32,66.6,0.32,0,238,0
8,32,66.6,0.32,1,234,0
8,32,133.3,0,0,71,0
8,32,133.3,0,1,282,0
8,32,133.3,0.03,0,194,0
8,32,133.3,0.03,1,173,7
8,32,133.3,0.1,0,244,0
8,32,133.3,0.1,1,194,0
8,32,133.3,0.32,0,233,0
8,32,133.3,0.32,1,308,0
8,41.6,0,0,0,0,157
8,41.6,0,0,1,0,97
8,41.6,0,0.03,0,2,133
8,41.6,0,0.03,1,0,167
8,41.6,0,0.1,0,1,157
8,41.6,0,0.1,1,7,178
8,41.6,0,0.32,0,27,141
8,41.6,0,0.32,1,15,143
8,41.6,33.3,0,0,3,169
8,41.6,33.3,0,1,64,49
8,41.6,33.3,0.03,0,82,17
8,41.6,33.3,0.03,1,16,132
8,41.6,33.3,0.1,0,239,0
8,41.6,33.3,0.1,1,155,37
8,41.6,33.3,0.32,0,260,0
8,41.6,33.3,0.32,1,251,0
8,41.6,66.6,0,0,91,28
8,41.6,66.6,0,1,99,3
8,41.6,66.6,0.03,0,236,5
8,41.6,66.6,0.03,1,102,85
8,41.6,66.6,0.1,0,243,0
8,41.6,66.6,0.1,1,187,0
8,41.6,66.6,0.32,0,184,0
8,41.6,66.6,0.32,1,343,0
8,41.6,133.3,0,0,105,2
8,41.6,133.3,0,1,261,0
8,41.6,133.3,0.03,0,179,0
8,41.6,133.3,0.03,1,139,3
8,41.6,133.3,0.1,0,222,0
8,41.6,133.3,0.1,1,198,0
8,41.6,133.3,0.32,0,225,0
8,41.6,133.3,0.32,1,310,0
8,51.2,0,0,0,0,134
8,51.2,0,0,1,0,225
8,51.2,0,0.03,0,1,115
8,51.2,0,0.03,1,1,169
8,51.2,0,0.1,0,3,242
8,51.2,0,0.1,1,1,187
8,51.2,0,0.32,0,30,100
8,51.2,0,0.32,1,18,96
8,51.2,33.3,0,0,2,155
8,51.2,33.3,0,1,32,76
8,51.2,33.3,0.03,0,103,14
8,51.2,33.3,0.03,1,138,56
8,51.2,33.3,0.1,0,184,1
8,51.2,33.3,0.1,1,133,2
8,51.2,33.3,0.32,0,208,0
8,51.2,33.3,0.32,1,204,0
8,51.2,66.6,0,0,53,48
8,51.2,66.6,0,1,142,3
8,51.2,66.6,0.03,0,199,1
8,51.2,66.6,0.03,1,211,27
8,51.2,66.6,0.1,0,234,0
8,51.2,66.6,0.1,1,155,1
8,51.2,66.6,0.32,0,212,0
8,51.2,66.6,0.32,1,219,0
8,51.2,133.3,0,0,151,0
8,51.2,133.3,0,1,256,0
8,51.2,133.3,0.03,0,208,27
8,51.2,133.3,0.03,1,168,25
8,51.2,133.3,0.1,0,165,1
8,51.2,133.3,0.1,1,150,0
8,51.2,133.3,0.32,0,222,0
8,51.2,133.3,0.32,1,218,0
9,12.8,0,0,0,1,153
9,12.8,0,0,1,0,143
9,12.8,0,0.03,0,2,139
9,12.8,0,0.03,1,0,343
9,12.8,0,0.1,0,1,251
9,12.8,0,0.1,1,0,124
9,12.8,0,0.32,0,158,0
9,12.8,0,0.32,1,4,116
9,12.8,33.3,0,0,1,145
9,12.8,33.3,0,1,2,149
9,12.8,33.3,0.03,0,15,122
9,12.8,33.3,0.03,1,1,222
9,12.8,33.3,0.1,0,327,0
9,12.8,33.3,0.1,1,114,0
9,12.8,33.3,0.32,0,116,0
9,12.8,33.3,0.32,1,122,0
9,12.8,66.6,0,0,1,145
9,12.8,66.6,0,1,4,75
9,12.8,66.6,0.03,0,81,83
9,12.8,66.6,0.03,1,8,308
9,12.8,66.6,0.1,0,320,1
9,12.8,66.6,0.1,1,134,0
9,12.8,66.6,0.32,0,134,0
9,12.8,66.6,0.32,1,237,0
9,12.8,133.3,0,0,60,9
9,12.8,133.3,0,1,12,1
9,12.8,133.3,0.03,0,128,0
9,12.8,133.3,0.03,1,259,34
9,12.8,133.3,0.1,0,299,0
9,12.8,133.3,0.1,1,160,0
9,12.8,133.3,0.32,0,189,2
9,12.8,133.3,0.32,1,108,0
9,22.4,0,0,0,4,109
9,22.4,0,0,1,2,118
9,22.4,0,0.03,0,2,107
9,22.4,0,0.03,1,0,128
9,22.4,0,0.1,0,3,161
9,22.4,0,0.1,1,3,96
9,22.4,0,0.32,0,186,0
9,22.4,0,0.32,1,0,121
9,22.4,33.3,0,0,3,92
9,22.4,33.3,0,1,3,162
9,22.4,33.3,0.03,0,2,167
9,22.4,33.3,0.03,1,2,109
9,22.4,33.3,0.1,0,166,0
9,22.4,33.3,0.1,1,196,0
9,22.4,33.3,0.32,0,360,0
9,22.4,33.3,0.32,1,143,0
9,22.4,66.6,0,0,0,182
9,22.4,66.6,0,1,15,82
9,22.4,66.6,0.03,0,27,139
9,22.4,66.6,0.03,1,33,72
9,22.4,66.6,0.1,0,192,0
9,22.4,66.6,0.1,1,151,0
9,22.4,66.6,0.32,0,461,0
9,22.4,66.6,0.32,1,234,0
9,22.4,133.3,0,0,63,0
9,22.4,133.3,0,1,12,1
9,22.4,133.3,0.03,0,135,1
9,22.4,133.3,0.03,1,103,46
9,22.4,133.3,0.1,0,156,0
9,22.4,133.3,0.1,1,149,0
9,22.4,133.3,0.32,0,194,0
9,22.4,133.3,0.32,1,284,0
9,32,0,0,0,12,75
9,32,0,0,1,0,181
9,32,0,0.03,0,0,153
9,32,0,0.03,1,1,169
9,32,0,0.1,0,0,146
9,32,0,0.1,1,0,150
9,32,0,0.32,0,142,0
9,32,0,0.32,1,0,150
9,32,33.3,0,0,3,163
9,32,33.3,0,1,5,122
9,32,33.3,0.03,0,29,146
9,32,33.3,0.03,1,1,105
9,32,33.3,0.1,0,189,0
9,32,33.3,0.1,1,147,0
9,32,33.3,0.32,0,454,0
9,32,33.3,0.32,1,119,0
9,32,66.6,0,0,0,213
9,32,66.6,0,1,5,94
9,32,66.6,0.03,0,104,62
9,32,66.6,0.03,1,81,130
9,32,66.6,0.1,0,184,0
9,32,66.6,0.1,1,213,0
9,32,66.6,0.32,0,136,0
9,32,66.6,0.32,1,237,0
9,32,133.3,0,0,10,4
9,32,133.3,0,1,38,0
9,32,133.3,0.03,0,180,1
9,32,133.3,0.03,1,123,10
9,32,133.3,0.1,0,197,0
9,32,133.3,0.1,1,143,0
9,32,133.3,0.32,0,410,0
9,32,133.3,0.32,1,272,0
9,41.6,0,0,0,5,94
9,41.6,0,0,1,2,121
9,41.6,0,0.03,0,2,132
9,41.6,0,0.03,1,3,186
9,41.6,0,0.1,0,1,141
9,41.6,0,0.1,1,3,141
9,41.6,0,0.32,0,165,0
9,41.6,0,0.32,1,13,129
9,41.6,33.3,0,0,7,96
9,41.6,33.3,0,1,7,74
9,41.6,33.3,0.03,0,20,111
9,41.6,33.3,0.03,1,5,139
9,41.6,33.3,0.1,0,196,0
9,41.6,33.3,0.1,1,155,0
9,41.6,33.3,0.32,0,129,0
9,41.6,33.3,0.32,1,209,1
9,41.6,66.6,0,0,1,120
9,41.6,66.6,0,1,6,135
9,41.6,66.6,0.03,0,119,18
9,41.6,66.6,0.03,1,33,125
9,41.6,66.6,0.1,0,201,0
9,41.6,66.6,0.1,1,177,0
9,41.6,66.6,0.32,0,165,0
9,41.6,66.6,0.32,1,223,0
9,41.6,133.3,0,0,23,10
9,41.6,133.3,0,1,28,3
9,41.6,133.3,0.03,0,130,0
9,41.6,133.3,0.03,1,158,7
9,41.6,133.3,0.1,0,260,0
9,41.6,133.3,0.1,1,189,0
9,41.6,133.3,0.32,0,382,0
9,41.6,133.3,0.32,1,237,0
9,51.2,0,0,0,15,51
9,51.2,0,0,1,9,44
9,51.2,0,0.03,0,6,52
9,51.2,0,0.03,1,3,125
9,51.2,0,0.1,0,2,105
9,51.2,0,0.1,1,2,112
9,51.2,0,0.32,0,151,0
9,51.2,0,0.32,1,53,40
9,51.2,33.3,0,0,2,115
9,51.2,33.3,0,1,10,41
9,51.2,33.3,0.03,0,147,2
9,51.2,33.3,0.03,1,11,109
9,51.2,33.3,0.1,0,168,0
9,51.2,33.3,0.1,1,139,0
9,51.2,33.3,0.32,0,109,0
9,51.2,33.3,0.32,1,194,0
9,51.2,66.6,0,0,6,107
9,51.2,66.6,0,1,7,103
9,51.2,66.6,0.03,0,93,4
9,51.2,66.6,0.03,1,165,29
9,51.2,66.6,0.1,0,171,0
9,51.2,66.6,0.1,1,163,0
9,51.2,66.6,0.32,0,127,0
9,51.2,66.6,0.32,1,201,0
9,51.2,133.3,0,0,78,26
9,51.2,133.3,0,1,40,0
9,51.2,133.3,0.03,0,98,0
9,51.2,133.3,0.03,1,131,13
9,51.2,133.3,0.1,0,233,0
9,51.2,133.3,0.1,1,139,0
9,51.2,133.3,0.32,0,407,0
9,51.2,133.3,0.32,1,229,0
10,12.8,0,0,0,0,216
10,12.8,0,0,1,0,194
10,12.8,0,0.03,0,168,2
10,12.8,0,0.03,1,0,161
10,12.8,0,0.1,0,0,293
10,12.8,0,0.1,1,0,189
10,12.8,0,0.32,0,134,0
10,12.8,0,0.32,1,48,55
10,12.8,33.3,0,0,0,265
10,12.8,33.3,0,1,0,156
10,12.8,33.3,0.03,0,238,1
10,12.8,33.3,0.03,1,0,137
10,12.8,33.3,0.1,0,208,0
10,12.8,33.3,0.1,1,44,193
10,12.8,33.3,0.32,0,149,0
10,12.8,33.3,0.32,1,177,0
10,12.8,66.6,0,0,0,230
10,12.8,66.6,0,1,0,117
10,12.8,66.6,0.03,0,248,0
10,12.8,66.6,0.03,1,1,156
10,12.8,66.6,0.1,0,198,0
10,12.8,66.6,0.1,1,150,60
10,12.8,66.6,0.32,0,143,0
10,12.8,66.6,0.32,1,131,0
10,12.8,133.3,0,0,9,56
10,12.8,133.3,0,1,2,174
10,12.8,133.3,0.03,0,212,0
10,12.8,133.3,0.03,1,41,118
10,12.8,133.3,0.1,0,154,0
10,12.8,133.3,0.1,1,195,5
10,12.8,133.3,0.32,0,205,0
10,12.8,133.3,0.32,1,170,0
10,22.4,0,0,0,1,257
10,22.4,0,0,1,0,191
10,22.4,0,0.03,0,0,130
10,22.4,0,0.03,1,0,140
10,22.4,0,0.1,0,15,48
10,22.4,0,0.1,1,0,195
10,22.4,0,0.32,0,178,0
10,22.4,0,0.32,1,63,34
10,22.4,33.3,0,0,0,302
10,22.4,33.3,0,1,0,137
10,22.4,33.3,0.03,0,178,22
10,22.4,33.3,0.03,1,0,181
10,22.4,33.3,0.1,0,176,0
10,22.4,33.3,0.1,1,84,137
10,22.4,33.3,0.32,0,160,1
10,22.4,33.3,0.32,1,144,0
10,22.4,66.6,0,0,1,223
10,22.4,66.6,0,1,0,190
10,22.4,66.6,0.03,0,208,0
10,22.4,66.6,0.03,1,4,133
10,22.4,66.6,0.1,0,230,0
